2024-03-26 18:15:47,417 - DEBUG: Processing file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\1020418.json
2024-03-26 18:15:47,428 - DEBUG: Creating caption file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\4e87fd5eb9adc34574880ed08ad802d1.txt
2024-03-26 18:29:59,061 - DEBUG: Writing tag: bodily fluids, 
2024-03-26 18:29:59,061 - DEBUG: Writing tag: book, 
2024-03-26 18:29:59,061 - DEBUG: Writing tag: brown background, 
2024-03-26 18:29:59,061 - DEBUG: Writing tag: claws, 
2024-03-26 18:29:59,061 - DEBUG: Writing tag: clitoris, 
2024-03-26 18:29:59,061 - DEBUG: Writing tag: cum, 
2024-03-26 18:29:59,061 - DEBUG: Writing tag: cum in pussy, 
2024-03-26 18:29:59,062 - DEBUG: Writing tag: cum inside, 
2024-03-26 18:29:59,062 - DEBUG: Writing tag: feet, 
2024-03-26 18:29:59,062 - DEBUG: Writing tag: female, 
2024-03-26 18:29:59,062 - DEBUG: Writing tag: feral, 
2024-03-26 18:29:59,062 - DEBUG: Writing tag: genital fluids, 
2024-03-26 18:29:59,062 - DEBUG: Writing tag: genitals, 
2024-03-26 18:29:59,062 - DEBUG: Writing tag: grey background, 
2024-03-26 18:29:59,062 - DEBUG: Writing tag: hair, 
2024-03-26 18:29:59,062 - DEBUG: Writing tag: half-closed eyes, 
2024-03-26 18:29:59,062 - DEBUG: Writing tag: horn, 
2024-03-26 18:29:59,062 - DEBUG: Writing tag: leaking cum, 
2024-03-26 18:29:59,062 - DEBUG: Writing tag: looking at viewer, 
2024-03-26 18:29:59,062 - DEBUG: Writing tag: lying, 
2024-03-26 18:29:59,062 - DEBUG: Writing tag: narrowed eyes, 
2024-03-26 18:29:59,062 - DEBUG: Writing tag: on back, 
2024-03-26 18:29:59,062 - DEBUG: Writing tag: pussy, 
2024-03-26 18:29:59,062 - DEBUG: Writing tag: seductive, 
2024-03-26 18:29:59,063 - DEBUG: Writing tag: sharp teeth, 
2024-03-26 18:29:59,063 - DEBUG: Writing tag: simple background, 
2024-03-26 18:29:59,063 - DEBUG: Writing tag: smile, 
2024-03-26 18:29:59,063 - DEBUG: Writing tag: solo, 
2024-03-26 18:29:59,063 - DEBUG: Writing tag: spread legs, 
2024-03-26 18:29:59,063 - DEBUG: Writing tag: spreading, 
2024-03-26 18:29:59,063 - DEBUG: Writing tag: tail, 
2024-03-26 18:29:59,063 - DEBUG: Writing tag: teeth, 
2024-03-26 18:29:59,063 - DEBUG: Writing tag: toe claws, 
2024-03-26 18:29:59,063 - DEBUG: Writing tag: wings, 
2024-03-26 18:29:59,063 - DEBUG: Writing tag: by karukuji, 
2024-03-26 18:29:59,063 - DEBUG: Writing tag: dota, 
2024-03-26 18:29:59,063 - DEBUG: Writing tag: european mythology, 
2024-03-26 18:29:59,063 - DEBUG: Writing tag: mythology, 
2024-03-26 18:29:59,063 - DEBUG: Writing tag: auroth the winter wyvern, 
2024-03-26 18:29:59,063 - DEBUG: Writing tag: dragon, 
2024-03-26 18:29:59,063 - DEBUG: Writing tag: mythological creature, 
2024-03-26 18:29:59,064 - DEBUG: Writing tag: mythological scalie, 
2024-03-26 18:29:59,064 - DEBUG: Writing tag: scalie, 
2024-03-26 18:29:59,064 - DEBUG: Writing tag: western dragon, 
2024-03-26 18:29:59,064 - DEBUG: Writing tag: wyvern, 
2024-03-26 18:29:59,064 - DEBUG: Writing tag: 2019, 
2024-03-26 18:29:59,064 - DEBUG: Writing tag: hi res, 
2024-03-26 18:29:59,064 - DEBUG: Writing tag: monochrome, 
2024-03-26 18:29:59,064 - DEBUG: Writing tag: signature, 
2024-03-26 18:29:59,064 - DEBUG: Processing file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\1879919.json
2024-03-26 18:29:59,069 - DEBUG: Creating caption file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\2c1b2bf3c5abbab360c9a166ce85d643.txt
2024-03-26 18:29:59,070 - DEBUG: Writing tag: anus, 
2024-03-26 18:29:59,070 - DEBUG: Writing tag: bedroom eyes, 
2024-03-26 18:29:59,070 - DEBUG: Writing tag: book, 
2024-03-26 18:29:59,070 - DEBUG: Writing tag: brown background, 
2024-03-26 18:29:59,070 - DEBUG: Writing tag: claws, 
2024-03-26 18:29:59,070 - DEBUG: Writing tag: clitoris, 
2024-03-26 18:29:59,070 - DEBUG: Writing tag: feet, 
2024-03-26 18:29:59,070 - DEBUG: Writing tag: female, 
2024-03-26 18:29:59,070 - DEBUG: Writing tag: feral, 
2024-03-26 18:29:59,070 - DEBUG: Writing tag: foot focus, 
2024-03-26 18:29:59,070 - DEBUG: Writing tag: genitals, 
2024-03-26 18:29:59,070 - DEBUG: Writing tag: grey background, 
2024-03-26 18:29:59,070 - DEBUG: Writing tag: hair, 
2024-03-26 18:29:59,070 - DEBUG: Writing tag: half-closed eyes, 
2024-03-26 18:29:59,071 - DEBUG: Writing tag: horn, 
2024-03-26 18:29:59,071 - DEBUG: Writing tag: looking at viewer, 
2024-03-26 18:29:59,071 - DEBUG: Writing tag: lying, 
2024-03-26 18:29:59,071 - DEBUG: Writing tag: narrowed eyes, 
2024-03-26 18:29:59,071 - DEBUG: Writing tag: on back, 
2024-03-26 18:29:59,071 - DEBUG: Writing tag: presenting, 
2024-03-26 18:29:59,071 - DEBUG: Writing tag: pussy, 
2024-03-26 18:29:59,072 - DEBUG: Writing tag: seductive, 
2024-03-26 18:29:59,072 - DEBUG: Writing tag: sharp teeth, 
2024-03-26 18:29:59,072 - DEBUG: Writing tag: simple background, 
2024-03-26 18:29:59,072 - DEBUG: Writing tag: smile, 
2024-03-26 18:29:59,072 - DEBUG: Writing tag: solo, 
2024-03-26 18:29:59,072 - DEBUG: Writing tag: spread legs, 
2024-03-26 18:29:59,072 - DEBUG: Writing tag: spreading, 
2024-03-26 18:29:59,072 - DEBUG: Writing tag: tail, 
2024-03-26 18:29:59,072 - DEBUG: Writing tag: teeth, 
2024-03-26 18:29:59,072 - DEBUG: Writing tag: toe claws, 
2024-03-26 18:29:59,073 - DEBUG: Writing tag: wings, 
2024-03-26 18:29:59,073 - DEBUG: Writing tag: by karukuji, 
2024-03-26 18:29:59,073 - DEBUG: Writing tag: dota, 
2024-03-26 18:29:59,073 - DEBUG: Writing tag: european mythology, 
2024-03-26 18:29:59,074 - DEBUG: Writing tag: mythology, 
2024-03-26 18:29:59,074 - DEBUG: Writing tag: auroth the winter wyvern, 
2024-03-26 18:29:59,074 - DEBUG: Writing tag: dragon, 
2024-03-26 18:29:59,074 - DEBUG: Writing tag: mythological creature, 
2024-03-26 18:29:59,074 - DEBUG: Writing tag: mythological scalie, 
2024-03-26 18:29:59,075 - DEBUG: Writing tag: scalie, 
2024-03-26 18:29:59,075 - DEBUG: Writing tag: western dragon, 
2024-03-26 18:29:59,075 - DEBUG: Writing tag: wyvern, 
2024-03-26 18:29:59,075 - DEBUG: Writing tag: 2019, 
2024-03-26 18:29:59,075 - DEBUG: Writing tag: hi res, 
2024-03-26 18:29:59,075 - DEBUG: Writing tag: monochrome, 
2024-03-26 18:29:59,075 - DEBUG: Writing tag: signature, 
2024-03-26 18:29:59,076 - DEBUG: Processing file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\1896245.json
2024-03-26 18:29:59,079 - DEBUG: Creating caption file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\cb362d45bf5dc3f05601269a359f7bac.txt
2024-03-26 18:29:59,079 - DEBUG: Writing tag: anus, 
2024-03-26 18:29:59,079 - DEBUG: Writing tag: blue anus, 
2024-03-26 18:29:59,079 - DEBUG: Writing tag: blue body, 
2024-03-26 18:29:59,079 - DEBUG: Writing tag: blue fur, 
2024-03-26 18:29:59,079 - DEBUG: Writing tag: blue pussy, 
2024-03-26 18:29:59,079 - DEBUG: Writing tag: butt, 
2024-03-26 18:29:59,079 - DEBUG: Writing tag: claws, 
2024-03-26 18:29:59,079 - DEBUG: Writing tag: clitoris, 
2024-03-26 18:29:59,079 - DEBUG: Writing tag: female, 
2024-03-26 18:29:59,079 - DEBUG: Writing tag: feral, 
2024-03-26 18:29:59,079 - DEBUG: Writing tag: fur, 
2024-03-26 18:29:59,079 - DEBUG: Writing tag: genitals, 
2024-03-26 18:29:59,079 - DEBUG: Writing tag: glowing, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: glowing anus, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: glowing genitalia, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: glowing markings, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: glowing pussy, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: horn, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: markings, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: presenting, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: presenting hindquarters, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: presenting pussy, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: pussy, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: solo, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: tail, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: teeth, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: tongue, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: tongue out, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: wings, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: by sovaka, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: dota, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: european mythology, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: mythology, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: auroth the winter wyvern, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: dragon, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: mythological creature, 
2024-03-26 18:29:59,080 - DEBUG: Writing tag: mythological scalie, 
2024-03-26 18:29:59,081 - DEBUG: Writing tag: scalie, 
2024-03-26 18:29:59,081 - DEBUG: Writing tag: western dragon, 
2024-03-26 18:29:59,081 - DEBUG: Writing tag: wyvern, 
2024-03-26 18:29:59,081 - DEBUG: Writing tag: 1:1, 
2024-03-26 18:29:59,081 - DEBUG: Writing tag: hi res, 
2024-03-26 18:29:59,081 - DEBUG: Processing file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\1921809.json
2024-03-26 18:29:59,083 - DEBUG: Creating caption file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\c5f03cfc632c2008839baf752ef23de1.txt
2024-03-26 18:29:59,084 - DEBUG: Writing tag: bedroom eyes, 
2024-03-26 18:29:59,084 - DEBUG: Writing tag: blue eyes, 
2024-03-26 18:29:59,084 - DEBUG: Writing tag: claws, 
2024-03-26 18:29:59,084 - DEBUG: Writing tag: clothed, 
2024-03-26 18:29:59,084 - DEBUG: Writing tag: clothed feral, 
2024-03-26 18:29:59,084 - DEBUG: Writing tag: clothing, 
2024-03-26 18:29:59,084 - DEBUG: Writing tag: dakimakura design, 
2024-03-26 18:29:59,084 - DEBUG: Writing tag: female, 
2024-03-26 18:29:59,084 - DEBUG: Writing tag: feral, 
2024-03-26 18:29:59,084 - DEBUG: Writing tag: half-closed eyes, 
2024-03-26 18:29:59,084 - DEBUG: Writing tag: heart symbol, 
2024-03-26 18:29:59,084 - DEBUG: Writing tag: lingerie, 
2024-03-26 18:29:59,084 - DEBUG: Writing tag: lingerie on feral, 
2024-03-26 18:29:59,084 - DEBUG: Writing tag: looking at viewer, 
2024-03-26 18:29:59,084 - DEBUG: Writing tag: narrowed eyes, 
2024-03-26 18:29:59,084 - DEBUG: Writing tag: panties, 
2024-03-26 18:29:59,084 - DEBUG: Writing tag: seductive, 
2024-03-26 18:29:59,084 - DEBUG: Writing tag: simple background, 
2024-03-26 18:29:59,084 - DEBUG: Writing tag: smile, 
2024-03-26 18:29:59,084 - DEBUG: Writing tag: solo, 
2024-03-26 18:29:59,084 - DEBUG: Writing tag: tail, 
2024-03-26 18:29:59,084 - DEBUG: Writing tag: teeth, 
2024-03-26 18:29:59,085 - DEBUG: Writing tag: underwear, 
2024-03-26 18:29:59,085 - DEBUG: Writing tag: wings, 
2024-03-26 18:29:59,085 - DEBUG: Writing tag: by arsauron, 
2024-03-26 18:29:59,085 - DEBUG: Writing tag: by greame, 
2024-03-26 18:29:59,085 - DEBUG: Writing tag: dota, 
2024-03-26 18:29:59,085 - DEBUG: Writing tag: european mythology, 
2024-03-26 18:29:59,085 - DEBUG: Writing tag: mythology, 
2024-03-26 18:29:59,085 - DEBUG: Writing tag: auroth the winter wyvern, 
2024-03-26 18:29:59,085 - DEBUG: Writing tag: dragon, 
2024-03-26 18:29:59,085 - DEBUG: Writing tag: mythological creature, 
2024-03-26 18:29:59,085 - DEBUG: Writing tag: mythological scalie, 
2024-03-26 18:29:59,085 - DEBUG: Writing tag: scalie, 
2024-03-26 18:29:59,085 - DEBUG: Writing tag: western dragon, 
2024-03-26 18:29:59,085 - DEBUG: Writing tag: wyvern, 
2024-03-26 18:29:59,085 - DEBUG: Writing tag: 2019, 
2024-03-26 18:29:59,085 - DEBUG: Writing tag: 3:1, 
2024-03-26 18:29:59,085 - DEBUG: Writing tag: digital media \(artwork\), 
2024-03-26 18:29:59,085 - DEBUG: Writing tag: hi res, 
2024-03-26 18:29:59,085 - DEBUG: Writing tag: signature, 
2024-03-26 18:29:59,086 - DEBUG: Processing file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\1927818.json
2024-03-26 18:29:59,087 - DEBUG: Creating caption file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\8e957fcc23b441b1228e3f1d9f688408.txt
2024-03-26 18:29:59,087 - DEBUG: Writing tag: anus, 
2024-03-26 18:29:59,088 - DEBUG: Writing tag: blue anus, 
2024-03-26 18:29:59,088 - DEBUG: Writing tag: blue eyes, 
2024-03-26 18:29:59,088 - DEBUG: Writing tag: blue pussy, 
2024-03-26 18:29:59,088 - DEBUG: Writing tag: bodily fluids, 
2024-03-26 18:29:59,088 - DEBUG: Writing tag: female, 
2024-03-26 18:29:59,088 - DEBUG: Writing tag: feral, 
2024-03-26 18:29:59,088 - DEBUG: Writing tag: genital fluids, 
2024-03-26 18:29:59,088 - DEBUG: Writing tag: genitals, 
2024-03-26 18:29:59,088 - DEBUG: Writing tag: looking at viewer, 
2024-03-26 18:29:59,088 - DEBUG: Writing tag: looking back, 
2024-03-26 18:29:59,088 - DEBUG: Writing tag: open mouth, 
2024-03-26 18:29:59,088 - DEBUG: Writing tag: open smile, 
2024-03-26 18:29:59,088 - DEBUG: Writing tag: presenting, 
2024-03-26 18:29:59,088 - DEBUG: Writing tag: presenting pussy, 
2024-03-26 18:29:59,088 - DEBUG: Writing tag: pussy, 
2024-03-26 18:29:59,088 - DEBUG: Writing tag: pussy juice string, 
2024-03-26 18:29:59,088 - DEBUG: Writing tag: saliva, 
2024-03-26 18:29:59,088 - DEBUG: Writing tag: sharp teeth, 
2024-03-26 18:29:59,088 - DEBUG: Writing tag: simple background, 
2024-03-26 18:29:59,089 - DEBUG: Writing tag: smile, 
2024-03-26 18:29:59,089 - DEBUG: Writing tag: solo, 
2024-03-26 18:29:59,089 - DEBUG: Writing tag: spines, 
2024-03-26 18:29:59,089 - DEBUG: Writing tag: tail, 
2024-03-26 18:29:59,089 - DEBUG: Writing tag: teeth, 
2024-03-26 18:29:59,089 - DEBUG: Writing tag: tongue, 
2024-03-26 18:29:59,089 - DEBUG: Writing tag: vaginal fluids, 
2024-03-26 18:29:59,089 - DEBUG: Writing tag: by conditional_dnp, 
2024-03-26 18:29:59,089 - DEBUG: Writing tag: by elvche, 
2024-03-26 18:29:59,089 - DEBUG: Writing tag: dota, 
2024-03-26 18:29:59,089 - DEBUG: Writing tag: european mythology, 
2024-03-26 18:29:59,089 - DEBUG: Writing tag: mythology, 
2024-03-26 18:29:59,089 - DEBUG: Writing tag: auroth the winter wyvern, 
2024-03-26 18:29:59,089 - DEBUG: Writing tag: dragon, 
2024-03-26 18:29:59,089 - DEBUG: Writing tag: mythological creature, 
2024-03-26 18:29:59,090 - DEBUG: Writing tag: mythological scalie, 
2024-03-26 18:29:59,090 - DEBUG: Writing tag: scalie, 
2024-03-26 18:29:59,090 - DEBUG: Writing tag: western dragon, 
2024-03-26 18:29:59,090 - DEBUG: Writing tag: wyvern, 
2024-03-26 18:29:59,090 - DEBUG: Writing tag: 2019, 
2024-03-26 18:29:59,090 - DEBUG: Writing tag: digital media \(artwork\), 
2024-03-26 18:29:59,090 - DEBUG: Writing tag: hi res, 
2024-03-26 18:29:59,090 - DEBUG: Processing file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\1927831.json
2024-03-26 18:29:59,092 - DEBUG: Creating caption file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\ebefac03fc5ac2a0bcb370af25f16a21.txt
2024-03-26 18:29:59,092 - DEBUG: Writing tag: animal genitalia, 
2024-03-26 18:29:59,092 - DEBUG: Writing tag: anus, 
2024-03-26 18:29:59,092 - DEBUG: Writing tag: blue anus, 
2024-03-26 18:29:59,092 - DEBUG: Writing tag: blue eyes, 
2024-03-26 18:29:59,092 - DEBUG: Writing tag: blue penis, 
2024-03-26 18:29:59,093 - DEBUG: Writing tag: bodily fluids, 
2024-03-26 18:29:59,093 - DEBUG: Writing tag: crossgender, 
2024-03-26 18:29:59,093 - DEBUG: Writing tag: feral, 
2024-03-26 18:29:59,093 - DEBUG: Writing tag: genital slit, 
2024-03-26 18:29:59,093 - DEBUG: Writing tag: genitals, 
2024-03-26 18:29:59,093 - DEBUG: Writing tag: knot, 
2024-03-26 18:29:59,093 - DEBUG: Writing tag: looking at viewer, 
2024-03-26 18:29:59,093 - DEBUG: Writing tag: looking back, 
2024-03-26 18:29:59,093 - DEBUG: Writing tag: male, 
2024-03-26 18:29:59,093 - DEBUG: Writing tag: open mouth, 
2024-03-26 18:29:59,093 - DEBUG: Writing tag: penis, 
2024-03-26 18:29:59,093 - DEBUG: Writing tag: presenting, 
2024-03-26 18:29:59,093 - DEBUG: Writing tag: presenting anus, 
2024-03-26 18:29:59,093 - DEBUG: Writing tag: saliva, 
2024-03-26 18:29:59,093 - DEBUG: Writing tag: smile, 
2024-03-26 18:29:59,093 - DEBUG: Writing tag: solo, 
2024-03-26 18:29:59,093 - DEBUG: Writing tag: spines, 
2024-03-26 18:29:59,093 - DEBUG: Writing tag: tail, 
2024-03-26 18:29:59,093 - DEBUG: Writing tag: teeth, 
2024-03-26 18:29:59,093 - DEBUG: Writing tag: tongue, 
2024-03-26 18:29:59,093 - DEBUG: Writing tag: wings, 
2024-03-26 18:29:59,094 - DEBUG: Writing tag: by conditional_dnp, 
2024-03-26 18:29:59,094 - DEBUG: Writing tag: by elvche, 
2024-03-26 18:29:59,094 - DEBUG: Writing tag: dota, 
2024-03-26 18:29:59,094 - DEBUG: Writing tag: european mythology, 
2024-03-26 18:29:59,094 - DEBUG: Writing tag: mythology, 
2024-03-26 18:29:59,094 - DEBUG: Writing tag: auroth the winter wyvern, 
2024-03-26 18:29:59,094 - DEBUG: Writing tag: dragon, 
2024-03-26 18:29:59,094 - DEBUG: Writing tag: mythological creature, 
2024-03-26 18:29:59,094 - DEBUG: Writing tag: mythological scalie, 
2024-03-26 18:29:59,094 - DEBUG: Writing tag: scalie, 
2024-03-26 18:29:59,094 - DEBUG: Writing tag: western dragon, 
2024-03-26 18:29:59,094 - DEBUG: Writing tag: wyvern, 
2024-03-26 18:29:59,094 - DEBUG: Writing tag: slit \(disambiguation\), 
2024-03-26 18:29:59,094 - DEBUG: Writing tag: 2019, 
2024-03-26 18:29:59,094 - DEBUG: Writing tag: digital media \(artwork\), 
2024-03-26 18:29:59,095 - DEBUG: Writing tag: hi res, 
2024-03-26 18:29:59,095 - DEBUG: Writing tag: female \(lore\), 
2024-03-26 18:29:59,095 - DEBUG: Processing file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\1929656.json
2024-03-26 18:29:59,098 - DEBUG: Creating caption file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\0a9f0f2fc77fc2cdc26f119b005770a7.txt
2024-03-26 18:29:59,098 - DEBUG: Writing tag: anus, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: ass up, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: butt, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: claws, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: female, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: feral, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: fur, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: genitals, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: hair, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: looking at viewer, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: open mouth, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: pussy, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: raised tail, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: scales, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: solo, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: tail, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: tongue, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: tongue out, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: wings, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: by conditional_dnp, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: by elvche, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: dota, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: european mythology, 
2024-03-26 18:29:59,098 - DEBUG: Writing tag: mythology, 
2024-03-26 18:29:59,099 - DEBUG: Writing tag: auroth the winter wyvern, 
2024-03-26 18:29:59,099 - DEBUG: Writing tag: dragon, 
2024-03-26 18:29:59,099 - DEBUG: Writing tag: mythological creature, 
2024-03-26 18:29:59,099 - DEBUG: Writing tag: mythological scalie, 
2024-03-26 18:29:59,099 - DEBUG: Writing tag: scalie, 
2024-03-26 18:29:59,099 - DEBUG: Writing tag: western dragon, 
2024-03-26 18:29:59,099 - DEBUG: Writing tag: wyvern, 
2024-03-26 18:29:59,099 - DEBUG: Writing tag: 2019, 
2024-03-26 18:29:59,099 - DEBUG: Writing tag: digital media \(artwork\), 
2024-03-26 18:29:59,099 - DEBUG: Writing tag: hi res, 
2024-03-26 18:29:59,099 - DEBUG: Processing file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\1929659.json
2024-03-26 18:29:59,101 - DEBUG: Creating caption file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\80a1b3f51c138a940ac6135856eda0b7.txt
2024-03-26 18:29:59,101 - DEBUG: Writing tag: anus, 
2024-03-26 18:29:59,101 - DEBUG: Writing tag: ass up, 
2024-03-26 18:29:59,101 - DEBUG: Writing tag: blue penis, 
2024-03-26 18:29:59,101 - DEBUG: Writing tag: butt, 
2024-03-26 18:29:59,101 - DEBUG: Writing tag: claws, 
2024-03-26 18:29:59,101 - DEBUG: Writing tag: crossgender, 
2024-03-26 18:29:59,101 - DEBUG: Writing tag: erection, 
2024-03-26 18:29:59,101 - DEBUG: Writing tag: feral, 
2024-03-26 18:29:59,101 - DEBUG: Writing tag: fur, 
2024-03-26 18:29:59,101 - DEBUG: Writing tag: genitals, 
2024-03-26 18:29:59,101 - DEBUG: Writing tag: hair, 
2024-03-26 18:29:59,101 - DEBUG: Writing tag: looking at viewer, 
2024-03-26 18:29:59,101 - DEBUG: Writing tag: male, 
2024-03-26 18:29:59,101 - DEBUG: Writing tag: open mouth, 
2024-03-26 18:29:59,101 - DEBUG: Writing tag: penis, 
2024-03-26 18:29:59,101 - DEBUG: Writing tag: raised tail, 
2024-03-26 18:29:59,101 - DEBUG: Writing tag: scales, 
2024-03-26 18:29:59,102 - DEBUG: Writing tag: solo, 
2024-03-26 18:29:59,102 - DEBUG: Writing tag: tail, 
2024-03-26 18:29:59,102 - DEBUG: Writing tag: tongue, 
2024-03-26 18:29:59,102 - DEBUG: Writing tag: tongue out, 
2024-03-26 18:29:59,102 - DEBUG: Writing tag: wings, 
2024-03-26 18:29:59,102 - DEBUG: Writing tag: by conditional_dnp, 
2024-03-26 18:29:59,102 - DEBUG: Writing tag: by elvche, 
2024-03-26 18:29:59,102 - DEBUG: Writing tag: dota, 
2024-03-26 18:29:59,102 - DEBUG: Writing tag: european mythology, 
2024-03-26 18:29:59,102 - DEBUG: Writing tag: mythology, 
2024-03-26 18:29:59,102 - DEBUG: Writing tag: auroth the winter wyvern, 
2024-03-26 18:29:59,102 - DEBUG: Writing tag: dragon, 
2024-03-26 18:29:59,102 - DEBUG: Writing tag: mythological creature, 
2024-03-26 18:29:59,102 - DEBUG: Writing tag: mythological scalie, 
2024-03-26 18:29:59,102 - DEBUG: Writing tag: scalie, 
2024-03-26 18:29:59,102 - DEBUG: Writing tag: western dragon, 
2024-03-26 18:29:59,102 - DEBUG: Writing tag: wyvern, 
2024-03-26 18:29:59,102 - DEBUG: Writing tag: 2019, 
2024-03-26 18:29:59,102 - DEBUG: Writing tag: digital media \(artwork\), 
2024-03-26 18:29:59,102 - DEBUG: Writing tag: hi res, 
2024-03-26 18:29:59,102 - DEBUG: Writing tag: female \(lore\), 
2024-03-26 18:29:59,102 - DEBUG: Processing file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\1956320.json
2024-03-26 18:29:59,104 - DEBUG: Creating caption file: C:\Users\kade\Desktop\training_dir_staging\1_auroth_the_winter_wyvern\eee05c54cd881534a1ee9d465d753f8c.txt
2024-03-26 18:29:59,104 - DEBUG: Writing tag: 3 toes, 
2024-03-26 18:29:59,104 - DEBUG: Writing tag: animal genitalia, 
2024-03-26 18:29:59,104 - DEBUG: Writing tag: belly scales, 
2024-03-26 18:29:59,104 - DEBUG: Writing tag: blue body, 
2024-03-26 18:29:59,104 - DEBUG: Writing tag: blue cloaca, 
2024-03-26 18:29:59,104 - DEBUG: Writing tag: blue hair, 
2024-03-26 18:29:59,104 - DEBUG: Writing tag: blue scales, 
2024-03-26 18:29:59,104 - DEBUG: Writing tag: book, 
2024-03-26 18:29:59,104 - DEBUG: Writing tag: cloaca, 
2024-03-26 18:29:59,104 - DEBUG: Writing tag: countershade tail, 
2024-03-26 18:29:59,104 - DEBUG: Writing tag: countershade torso, 
2024-03-26 18:29:59,104 - DEBUG: Writing tag: countershading, 
2024-03-26 18:29:59,104 - DEBUG: Writing tag: detailed background, 
2024-03-26 18:29:59,104 - DEBUG: Writing tag: feet, 
2024-03-26 18:29:59,104 - DEBUG: Writing tag: female, 
2024-03-26 18:29:59,104 - DEBUG: Writing tag: feral, 
2024-03-26 18:29:59,104 - DEBUG: Writing tag: fur, 
2024-03-26 18:29:59,104 - DEBUG: Writing tag: genitals, 
2024-03-26 18:29:59,105 - DEBUG: Writing tag: hair, 
2024-03-26 18:29:59,105 - DEBUG: Writing tag: head down, 
2024-03-26 18:29:59,105 - DEBUG: Writing tag: high-angle view, 
2024-03-26 18:29:59,105 - DEBUG: Writing tag: holding book, 
2024-03-26 18:29:59,105 - DEBUG: Writing tag: holding object, 
2024-03-26 18:29:59,105 - DEBUG: Writing tag: horizontal cloaca, 
